"VENTA";"PROYECTO";"MONEDA";"ESTADO ACTUAL";"ESTADO CALCULADO";"SALDO COMERCIAL";"SALDO CONTABLE";"DIF. SALDOS"
"8006";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1844.9";"1844.9";"OK";""
"8007";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8008";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2119.36";"2119.36";"OK";""
"8009";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2399.71";"2399.71";"OK";""
"8010";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2905.11";"2905.11";"OK";""
"8011";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2465.51";"2465.51";"OK";""
"8012";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2119.36";"2119.36";"OK";""
"8013";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"1602.78";"1602.78";"OK";""
"8014";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"2566.68";"2566.68";"OK";""
"8015";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"2566.68";"2566.68";"OK";""
"8016";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"1903";"1903";"OK";""
"8017";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2650";"2650";"OK";""
"8018";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3190";"3190";"OK";""
"8019";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3190";"3190";"OK";""
"8020";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3190";"3190";"OK";""
"8021";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3550";"3550";"OK";""
"8022";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1903";"1903";"OK";""
"8023";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1903";"1903";"OK";""
"8024";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1903";"1903";"OK";""
"8025";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1903";"1903";"OK";""
"8026";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3352";"3352";"OK";""
"8027";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2768.96";"2768.96";"OK";""
"8028";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3026.36";"3026.36";"OK";""
"8029";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"1865.64";"1865.64";"OK";""
"8030";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3062.53";"3062.53";"OK";""
"8031";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"1845.68";"1845.68";"OK";""
"8032";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3566.15";"3566.15";"OK";""
"8033";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1842.6";"1842.6";"OK";""
"8034";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3190";"3190";"OK";""
"8035";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"0";"0";"OK";""
"8036";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"0";"0";"OK";""
"8037";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"0";"0";"OK";""
"8038";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2882.86";"2882.86";"OK";""
"8039";"DUNAS DEL URUBO";"USD";"Pendiente";"Pendiente";"34996.61";"34996.61";"OK";""
"8040";"RENACER";"USD";"Retenido";"Pendiente";"8900";"8900";"OK";""
"8041";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1998.67";"1998.67";"OK";""
"8042";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"1897.27";"1897.27";"OK";""
"8043";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"25014.66";"25014.66";"OK";""
"8044";"RENACER II";"USD";"Pendiente";"Pendiente";"5306.35";"5306.35";"OK";""
"8045";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"35613.85";"35613.85";"OK";""
"8046";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"25349.51";"25349.51";"OK";""
"8047";"RENACER II";"USD";"Pagado";"Pendiente";"10009.22";"10009.22";"OK";""
"8048";"RENACER II";"USD";"Pagado";"Pendiente";"10873.66";"10873.66";"OK";""
"8049";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"4015.97";"4015.97";"OK";""
"8050";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"993.83";"993.83";"OK";""
"8051";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"847.93";"847.93";"OK";""
"8052";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1894.97";"1894.97";"OK";""
"8053";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1894.97";"1894.97";"OK";""
"8054";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"2179.39";"2179.39";"OK";""
"8055";"RENACER II";"USD";"Pagado";"Pendiente";"11624";"11624";"OK";""
"8056";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2871.98";"2871.98";"OK";""
"8057";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3643.17";"3643.17";"OK";""
"8058";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"1897.27";"1897.27";"OK";""
"8059";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"0";"0";"OK";""
"8060";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3905.32";"3905.32";"OK";""
"8061";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3190";"3190";"OK";""
"8062";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"5141.32";"5141.32";"OK";""
"8063";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"1897.27";"1897.27";"OK";""
"8064";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"1845.68";"1845.68";"OK";""
"8065";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2759.18";"2759.18";"OK";""
"8066";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"4643.32";"4643.32";"OK";""
"8067";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"1528.77";"1528.77";"OK";""
"8068";"DUNAS DEL URUBO";"USD";"Pendiente";"Pendiente";"22473.36";"22473.36";"OK";""
"8069";"DUNAS DEL URUBO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8070";"DUNAS DEL URUBO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8071";"RENACER II";"USD";"Retenido";"Pendiente";"0";"0";"OK";""
"8072";"RENACER II";"USD";"Retenido";"Pendiente";"0";"0";"OK";""
"8073";"RENACER II";"USD";"Pendiente";"Pendiente";"9868.67";"9868.67";"OK";""
"8074";"RENACER II";"USD";"Pendiente";"Pendiente";"10715.16";"10715.16";"OK";""
"8075";"RENACER";"USD";"Retenido";"Pendiente";"8194.99";"8194.99";"OK";""
"8076";"RENACER II";"USD";"Retenido";"Pendiente";"5174.14";"5174.14";"OK";""
"8077";"RENACER II";"USD";"Pendiente";"Pendiente";"5983.28";"5983.28";"OK";""
"8078";"RENACER II";"USD";"Retenido";"Pendiente";"5188.24";"5188.24";"OK";""
"8079";"RENACER";"USD";"Pendiente";"Pendiente";"9452.16";"9452.16";"OK";""
"8080";"RENACER";"USD";"Retenido";"Pendiente";"17649.8";"17649.8";"OK";""
"8081";"RENACER II";"USD";"Retenido";"Pendiente";"5129.84";"5129.84";"OK";""
"8082";"RENACER";"USD";"Pendiente";"Pendiente";"10680.29";"10680.29";"OK";""
"8083";"RENACER II";"USD";"Pagado";"Pendiente";"8496.69";"8496.69";"OK";""
"8084";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8085";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8086";"RENACER II";"USD";"Retenido";"Pendiente";"5309.74";"5309.74";"OK";""
"8087";"RENACER II";"USD";"Retenido";"Pendiente";"5350";"5350";"OK";""
"8088";"RENACER II";"USD";"Retenido";"Pendiente";"5350";"5350";"OK";""
"8089";"RENACER II";"USD";"Retenido";"Pendiente";"6323.98";"6323.98";"OK";""
"8090";"RENACER II";"USD";"Retenido";"Pendiente";"8318.13";"8318.13";"OK";""
"8091";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8092";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8093";"RENACER II";"USD";"Retenido";"Pendiente";"5129.83";"5129.83";"OK";""
"8094";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"21114.35";"21114.35";"OK";""
"8095";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8096";"RENACER II";"USD";"Retenido";"Pendiente";"5203.61";"5203.61";"OK";""
"8097";"RENACER II";"USD";"Retenido";"Pendiente";"5203.61";"5203.61";"OK";""
"8098";"RENACER II";"USD";"Pendiente";"Pendiente";"5275.47";"5275.47";"OK";""
"8099";"RENACER II";"USD";"Pendiente";"Pendiente";"9868.5";"9868.5";"OK";""
"8100";"RENACER II";"USD";"Retenido";"Pendiente";"7068.89";"7068.89";"OK";""
"8101";"RENACER II";"USD";"Retenido";"Pendiente";"5229.01";"5229.01";"OK";""
"8102";"RENACER II";"USD";"Retenido";"Pendiente";"7860.35";"7860.35";"OK";""
"8103";"RENACER II";"USD";"Retenido";"Pendiente";"5129.83";"5129.83";"OK";""
"8104";"RENACER II";"USD";"Retenido";"Pendiente";"5438.94";"5438.94";"OK";""
"8105";"RENACER II";"USD";"Retenido";"Pendiente";"10665.87";"10665.87";"OK";""
"8106";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1948.52";"1948.52";"OK";""
"8107";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2952.34";"2952.34";"OK";""
"8108";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2650";"2650";"OK";""
"8109";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1948.52";"1948.52";"OK";""
"8110";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"2952.31";"2952.31";"OK";""
"8111";"RENACER II";"USD";"Retenido";"Pendiente";"5299.71";"5299.71";"OK";""
"8112";"RENACER II";"USD";"Pendiente";"Pendiente";"5008.59";"5008.59";"OK";""
"8113";"RENACER II";"USD";"Retenido";"Pendiente";"9907.26";"9907.26";"OK";""
"8114";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8115";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8116";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8117";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8118";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"0";"0";"OK";""
"8119";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"26329.83";"26329.83";"OK";""
"8120";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"38734.03";"38734.03";"OK";""
"8121";"RENACER II";"USD";"Retenido";"Pendiente";"5269.51";"5269.51";"OK";""
"8122";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3111.3";"3111.3";"OK";""
"8123";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3076.4";"3076.4";"OK";""
"8124";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3076.4";"3076.4";"OK";""
"8125";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3111.3";"3111.3";"OK";""
"8126";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8127";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8128";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3111.3";"3111.3";"OK";""
"8129";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1618.58";"1618.58";"OK";""
"8130";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1998.67";"1998.67";"OK";""
"8131";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2385.88";"2385.88";"OK";""
"8132";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"1845.64";"1845.64";"OK";""
"8133";"PUERTO FUTURO";"USD";"Fusionado";"Pendiente";"1845.64";"1845.64";"OK";""
"8134";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2978.27";"2978.27";"OK";""
"8135";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1894.97";"1894.97";"OK";""
"8136";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8137";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1635.3";"1635.3";"OK";""
"8138";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3032.07";"3032.07";"OK";""
"8139";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2062.53";"2062.53";"OK";""
"8140";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"2174.89";"2174.89";"OK";""
"8141";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2965.04";"2965.04";"OK";""
"8142";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3766.27";"3766.27";"OK";""
"8143";"PUERTO FUTURO";"USD";"Retenido";"Pagado";"0";"0";"OK";""
"8144";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"0";"0";"OK";""
"8145";"RENACER";"USD";"Retenido";"Pendiente";"11064.02";"11064.02";"OK";""
"8146";"DUNAS DEL URUBO";"USD";"Fusionado";"Pendiente";"22453.12";"22453.12";"OK";""
"8147";"RENACER";"USD";"Pendiente";"Pendiente";"9385.03";"9385.03";"OK";""
"8148";"RENACER II";"USD";"Retenido";"Pendiente";"4657.06";"4657.06";"OK";""
"8149";"RENACER II";"USD";"Retenido";"Pendiente";"9955.14";"9955.14";"OK";""
"8150";"RENACER II";"USD";"Pendiente";"Pendiente";"5205.73";"5205.73";"OK";""
"8151";"RENACER II";"USD";"Retenido";"Pendiente";"10753.13";"10753.13";"OK";""
"8152";"RENACER II";"USD";"Pendiente";"Pendiente";"5235.66";"5235.66";"OK";""
"8153";"RENACER II";"USD";"Pendiente";"Pendiente";"5129.7";"5129.7";"OK";""
"8154";"RENACER II";"USD";"Pendiente";"Pendiente";"5101.87";"5101.87";"OK";""
"8155";"RENACER II";"USD";"Pendiente";"Pendiente";"5283.82";"5283.82";"OK";""
"8156";"RENACER II";"USD";"Retenido";"Pendiente";"7860.35";"7860.35";"OK";""
"8157";"RENACER II";"USD";"Retenido";"Pendiente";"5309.74";"5309.74";"OK";""
"8158";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"4791.32";"4791.32";"OK";""
"8159";"DUNAS DEL URUBO";"USD";"Pendiente";"Pendiente";"27719.46";"27719.46";"OK";""
"8160";"RENACER II";"USD";"Retenido";"Pendiente";"7122.01";"7122.01";"OK";""
"8161";"RENACER II";"USD";"Pendiente";"Pendiente";"5203.61";"5203.61";"OK";""
"8162";"RENACER II";"USD";"Retenido";"Pendiente";"5203.61";"5203.61";"OK";""
"8163";"RENACER II";"USD";"Retenido";"Pendiente";"10127.46";"10127.46";"OK";""
"8164";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8165";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3905.32";"3905.32";"OK";""
"8166";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3190";"3190";"OK";""
"8167";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3190";"3190";"OK";""
"8168";"RENACER";"USD";"Retenido";"Pendiente";"11860.44";"11860.44";"OK";""
"8169";"RENACER II";"USD";"Retenido";"Pendiente";"7860.35";"7860.35";"OK";""
"8170";"RENACER II";"USD";"Retenido";"Pendiente";"6501.53";"6501.53";"OK";""
"8171";"RENACER II";"USD";"Retenido";"Pendiente";"7480.01";"7480.01";"OK";""
"8172";"RENACER II";"USD";"Pendiente";"Pendiente";"5203.45";"5203.45";"OK";""
"8173";"RENACER II";"USD";"Pendiente";"Pendiente";"6232.49";"6232.49";"OK";""
"8174";"RENACER II";"USD";"Pendiente";"Pendiente";"7890";"7890";"OK";""
"8175";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2952.22";"2952.22";"OK";""
"8176";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2952.22";"2952.22";"OK";""
"8177";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2952.22";"2952.22";"OK";""
"8178";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8179";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2570.2";"2570.2";"OK";""
"8180";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2285.98";"2285.98";"OK";""
"8181";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"0";"0";"OK";""
"8182";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"22349.33";"22349.33";"OK";""
"8183";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"37167.35";"37167.35";"OK";""
"8184";"DUNAS DEL URUBO";"USD";"Pendiente";"Pendiente";"18260";"18260";"OK";""
"8185";"RENACER";"USD";"Retenido";"Pendiente";"8900";"8900";"OK";""
"8186";"RENACER II";"USD";"Retenido";"Pendiente";"8330.45";"8330.45";"OK";""
"8187";"RENACER II";"USD";"Pendiente";"Pendiente";"8804.09";"8804.09";"OK";""
"8188";"RENACER II";"USD";"Pendiente";"Pendiente";"5169.92";"5169.92";"OK";""
"8189";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8190";"RENACER II";"USD";"Retenido";"Pendiente";"5276.9";"5276.9";"OK";""
"8191";"RENACER II";"USD";"Retenido";"Pendiente";"5276.9";"5276.9";"OK";""
"8192";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8193";"RENACER";"USD";"Pagado";"Pendiente";"9028.69";"9028.69";"OK";""
"8194";"RENACER II";"USD";"Retenido";"Pendiente";"5269.51";"5269.51";"OK";""
"8195";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8196";"RENACER II";"USD";"Pendiente";"Pendiente";"5283.83";"5283.83";"OK";""
"8197";"RENACER II";"USD";"Pendiente";"Pendiente";"5095.84";"5095.84";"OK";""
"8201";"RENACER II";"USD";"Pendiente";"Pendiente";"5205.73";"5205.73";"OK";""
"8202";"RENACER II";"USD";"Pendiente";"Pendiente";"5231.88";"5231.88";"OK";""
"8203";"RENACER II";"USD";"Pendiente";"Pendiente";"5231.88";"5231.88";"OK";""
"8205";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8206";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8207";"RENACER II";"USD";"Pendiente";"Pendiente";"5491.46";"5491.46";"OK";""
"8208";"RENACER II";"USD";"Pendiente";"Pendiente";"7988.7";"7988.7";"OK";""
"8209";"RENACER II";"USD";"Cambiado";"Pendiente";"5359.66";"5359.66";"OK";""
"8210";"RENACER";"USD";"Pendiente";"Pendiente";"17167.42";"17167.42";"OK";""
"8211";"RENACER II";"USD";"Retenido";"Pendiente";"5203.61";"5203.61";"OK";""
"8212";"RENACER II";"USD";"Retenido";"Pendiente";"6000";"6000";"OK";""
"8213";"RENACER II";"USD";"Retenido";"Pendiente";"5359.66";"5359.66";"OK";""
"8214";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8215";"RENACER II";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8216";"RENACER II";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8217";"RENACER II";"USD";"Pagado";"Pendiente";"4240";"4240";"OK";""
"8218";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8219";"RENACER II";"USD";"Pendiente";"Pendiente";"5359.66";"5359.66";"OK";""
"8220";"RENACER II";"USD";"Cambiado";"Pendiente";"5359.66";"5359.66";"OK";""
"8221";"RENACER II";"USD";"Pendiente";"Pendiente";"5360";"5360";"OK";""
"8222";"RENACER II";"USD";"Retenido";"Pendiente";"5359.66";"5359.66";"OK";""
"8223";"RENACER II";"USD";"Retenido";"Pendiente";"5229.01";"5229.01";"OK";""
"8224";"RENACER II";"USD";"Retenido";"Pendiente";"5291.87";"5291.87";"OK";""
"8225";"RENACER II";"USD";"Retenido";"Pendiente";"5227.31";"5227.31";"OK";""
"8226";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"22886.51";"22886.51";"OK";""
"8227";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"22470.27";"22470.27";"OK";""
"8228";"RENACER";"USD";"Retenido";"Pendiente";"12082.4";"12082.4";"OK";""
"8229";"RENACER II";"USD";"Retenido";"Pendiente";"6703.92";"6703.92";"OK";""
"8230";"RENACER";"USD";"Retenido";"Pendiente";"8990";"8990";"OK";""
"8231";"RENACER II";"USD";"Retenido";"Pendiente";"5349.71";"5349.71";"OK";""
"8232";"RENACER II";"USD";"Retenido";"Pendiente";"5359.66";"5359.66";"OK";""
"8233";"PUERTO FUTURO";"USD";"Pagado";"Pendiente";"0";"0";"OK";""
"8234";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3190";"3190";"OK";""
"8235";"RENACER";"USD";"Retenido";"Pendiente";"13862.4";"13862.4";"OK";""
"8236";"RENACER II";"USD";"Pendiente";"Pendiente";"5869.03";"5869.03";"OK";""
"8237";"RENACER II";"USD";"Pendiente";"Pendiente";"5869.03";"5869.03";"OK";""
"8238";"RENACER II";"USD";"Pendiente";"Pendiente";"8674.31";"8674.31";"OK";""
"8239";"RENACER";"USD";"Retenido";"Pendiente";"8833.51";"8833.51";"OK";""
"8240";"RENACER";"USD";"Pendiente";"Pendiente";"11621.98";"11621.98";"OK";""
"8241";"RENACER";"USD";"Retenido";"Pendiente";"9329.6";"9329.6";"OK";""
"8242";"RENACER";"USD";"Pendiente";"Pendiente";"11710.7";"11710.7";"OK";""
"8243";"RENACER II";"USD";"Retenido";"Pendiente";"5319.05";"5319.05";"OK";""
"8244";"RENACER II";"USD";"Retenido";"Pendiente";"8820.17";"8820.17";"OK";""
"8245";"RENACER II";"USD";"Retenido";"Pendiente";"5842.1";"5842.1";"OK";""
"8246";"RENACER II";"USD";"Retenido";"Pendiente";"5319.05";"5319.05";"OK";""
"8247";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"4002.5";"4002.5";"OK";""
"8248";"RENACER II";"USD";"Pendiente";"Pendiente";"6796.58";"6796.58";"OK";""
"8249";"RENACER II";"USD";"Retenido";"Pendiente";"8820.17";"8820.17";"OK";""
"8250";"RENACER II";"USD";"Retenido";"Pendiente";"6900";"6900";"OK";""
"8251";"RENACER II";"USD";"Retenido";"Pendiente";"9147.8";"9147.8";"OK";""
"8252";"RENACER II";"USD";"Retenido";"Pendiente";"5248.3";"5248.3";"OK";""
"8253";"RENACER II";"USD";"Pendiente";"Pendiente";"5194.35";"5194.35";"OK";""
"8254";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"4229.7";"4229.7";"OK";""
"8255";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2470";"2470";"OK";""
"8256";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8257";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8258";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8259";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8260";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2698.83";"2698.83";"OK";""
"8261";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8262";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8263";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3140";"3140";"OK";""
"8264";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3111.3";"3111.3";"OK";""
"8265";"RENACER II";"USD";"Retenido";"Pendiente";"5330.45";"5330.45";"OK";""
"8266";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"3332.6";"3332.6";"OK";""
"8267";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8268";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"2050";"2050";"OK";""
"8269";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8270";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3465.84";"3465.84";"OK";""
"8271";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8272";"PUERTO FUTURO";"USD";"Retenido";"Pendiente";"1999.42";"1999.42";"OK";""
"8273";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3431.2";"3431.2";"OK";""
"8274";"RENACER II";"USD";"Pagado";"Pendiente";"0";"0";"OK";""
"8275";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8276";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"32481.21";"32481.21";"OK";""
"8277";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"22906.35";"22906.35";"OK";""
"8278";"DUNAS DEL URUBO";"USD";"Pendiente";"Pendiente";"31785.65";"31785.65";"OK";""
"8279";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8280";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"25804.9";"25804.9";"OK";""
"8281";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"22859.06";"22859.06";"OK";""
"8282";"RENACER";"USD";"Pendiente";"Pendiente";"11899.43";"11899.43";"OK";""
"8283";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8284";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8285";"RENACER II";"USD";"Retenido";"Pendiente";"5400";"5400";"OK";""
"8286";"DUNAS DEL URUBO";"USD";"Retenido";"Pendiente";"23792.32";"23792.32";"OK";""
"8287";"PUERTO FUTURO";"USD";"Pagado";"Pagado";"0";"0";"OK";""
"8288";"RENACER II";"USD";"Retenido";"Pendiente";"6900";"6900";"OK";""
"8289";"PUERTO FUTURO";"USD";"Pendiente";"Pendiente";"3026.36";"3026.36";"OK";""
"8291";"RENACER";"USD";"Pendiente";"Pendiente";"8766.58";"8766.58";"OK";""
"8292";"RENACER";"USD";"Pendiente";"Pendiente";"11621.98";"11621.98";"OK";""
"8293";"RENACER";"USD";"Pendiente";"Pendiente";"11798.85";"11798.85";"OK";""
"8294";"RENACER";"USD";"Pendiente";"Pendiente";"11798.85";"11798.85";"OK";""
"8295";"RENACER II";"USD";"Retenido";"Pendiente";"5227.87";"5227.87";"OK";""
"8296";"RENACER II";"USD";"Retenido";"Pendiente";"5755.53";"5755.53";"OK";""
"8297";"RENACER II";"USD";"Pendiente";"Pendiente";"4925.05";"4925.05";"OK";""
"8298";"RENACER II";"USD";"Pagado";"Pendiente";"4962.33";"4962.33";"OK";""
"8299";"RENACER II";"USD";"Pagado";"Pendiente";"0";"0";"OK";""
"8300";"RENACER II";"USD";"Pagado";"Pendiente";"4962.65";"4962.65";"OK";""
"8301";"RENACER II";"USD";"Pagado";"Pendiente";"1000";"1000";"OK";""
"8302";"RENACER II";"USD";"Pagado";"Pendiente";"4962.33";"4962.33";"OK";""
