VENTA;PROYECTO;MONEDA;ESTADO ACTUAL;ESTADO CALCULADO;SALDO COMERCIAL;SALDO CONTABLE;RESULTADO;DIF. SALDOS
3768;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3375.42;3375.42;OK;0
3769;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3770;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2787.51;2787.51;OK;0
3771;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3107.61;3107.61;OK;0
3772;CIUDAD DE DIOS LUJAN;USD;Cambiado;Cambiado;0;0;OK;0
3773;CIUDAD DE DIOS LUJAN;USD;Cambiado;Cambiado;0;0;OK;0
3774;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2579.39;2579.39;OK;0
3775;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2530.81;2530.81;OK;0
3776;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2530.81;2530.81;OK;0
3777;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3837.28;3837.28;OK;0
3778;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4638.38;4638.38;OK;0
3779;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3780;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;3432.63;3432.63;OK;0
3781;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2444.52;2444.52;OK;0
3782;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2336.59;2336.59;OK;0
3786;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3787;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3788;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3789;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3790;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3791;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2817.41;2817.41;OK;0
3792;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2830.83;2830.83;OK;0
3793;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3794;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3795;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3796;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3797;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3798;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3799;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3800;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3801;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3802;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3803;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3804;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3805;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3806;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3807;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3808;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3809;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3810;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3811;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3812;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3813;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3814;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3815;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3816;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3817;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3818;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3819;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3820;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3821;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3822;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3823;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3824;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3825;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3826;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3827;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3828;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3829;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3830;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3831;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3832;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3833;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3834;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3835;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3836;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3837;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2131.82;2131.82;OK;0
3838;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3839;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3840;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3841;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3842;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3843;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3844;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3845;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3846;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3847;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3848;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2241.16;2241.16;OK;0
3849;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2241.16;2241.16;OK;0
3850;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3523.25;3523.25;OK;0
3851;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3852;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;4541.91;4541.91;OK;0
3853;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;4541.91;4541.91;OK;0
3854;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3341.54;3341.54;OK;0
3855;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3390.17;3390.17;OK;0
3856;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3857;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3858;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1759.45;1759.45;OK;0
3859;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2521.65;2521.65;OK;0
3860;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2521.65;2521.65;OK;0
3861;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2631.79;2631.79;OK;0
3862;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2328.55;2328.55;OK;0
3863;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2328.55;2328.55;OK;0
3867;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3448.83;3448.83;OK;0
3868;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3097.03;3097.03;OK;0
3869;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3870;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3871;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3872;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4305.49;4305.49;OK;0
3873;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4485.66;4485.66;OK;0
3875;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2924.91;2924.91;OK;0
3876;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3006.97;3006.97;OK;0
3877;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3878;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2662.37;2662.37;OK;0
3880;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;3807.66;3807.66;OK;0
3881;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3882;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2262.71;2262.71;OK;0
3883;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3884;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;3225.2;3225.2;OK;0
3885;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3886;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4232.37;4232.37;OK;0
3887;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2319.36;2319.36;OK;0
3889;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4205.91;4205.91;OK;0
3890;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2123.91;2123.91;OK;0
3891;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2123.91;2123.91;OK;0
3892;CIUDAD DE DIOS LUJAN;USD;Fusionado;Pendiente;2548.33;2548.33;OK;0
3893;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2548.33;2548.33;OK;0
3894;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2550.26;2550.26;OK;0
3895;CIUDAD DE DIOS LUJAN;USD;Fusionado;Pendiente;3360.68;3360.68;OK;0
3896;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3072.68;3072.68;OK;0
3897;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3898;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3903;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2241.16;2241.16;OK;0
3909;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3910;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2374.02;2374.02;OK;0
3911;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3914;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2309.51;2309.51;OK;0
3915;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2208.01;2208.01;OK;0
3922;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3923;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3924;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3925;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2243.34;2243.34;OK;0
3927;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
3928;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;3590.19;3590.19;OK;0
3929;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2243.34;2243.34;OK;0
3930;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2319.62;2319.62;OK;0
3931;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2189.73;2189.73;OK;0
3932;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2189.73;2189.73;OK;0
3933;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2189.73;2189.73;OK;0
3934;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2189.73;2189.73;OK;0
3935;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2189.73;2189.73;OK;0
3936;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3946;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3947;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;5432.63;5432.63;OK;0
3948;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;4404.96;4404.96;OK;0
3949;CIUDAD DE DIOS LUJAN;USD;Fusionado;Fusionado;0;0;OK;0
3950;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3951;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3952;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3953;CIUDAD DE DIOS LUJAN;USD;Fusionado;Fusionado;0;0;OK;0
3954;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3955;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3554.69;3554.69;OK;0
3956;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4748.49;4748.49;OK;0
3957;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3798.61;3798.61;OK;0
3958;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3452.28;3452.28;OK;0
3959;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2627.85;2627.85;OK;0
3960;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3961;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3962;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3963;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2787.71;2787.71;OK;0
3964;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2787.71;2787.71;OK;0
3965;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;3605.77;3605.77;OK;0
3966;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3225.27;3225.27;OK;0
3967;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
3968;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3969;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3970;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3971;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3972;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3973;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3900;3900;OK;0
3974;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3900;3900;OK;0
3984;CIUDAD DE DIOS LUJAN;USD;Fusionado;Fusionado;0;0;OK;0
3990;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2295.9;2295.9;OK;0
3991;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2219.84;2219.84;OK;0
3992;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2348.92;2348.92;OK;0
3993;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2244.52;2244.52;OK;0
3994;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2244.52;2244.52;OK;0
3995;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2864.69;2864.69;OK;0
3996;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3588.96;3588.96;OK;0
3997;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2280.41;2280.41;OK;0
3998;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
3999;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2345.5;2345.5;OK;0
4000;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2417.54;2417.54;OK;0
4001;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2263.4;2263.4;OK;0
4002;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2262.38;2262.38;OK;0
4003;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2262.12;2262.12;OK;0
4004;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
4009;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3146.65;3146.65;OK;0
4010;CIUDAD DE DIOS LUJAN;USD;Fusionado;Fusionado;0;0;OK;0
4011;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4012;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3324.95;3324.95;OK;0
4017;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2592.6;2592.6;OK;0
4018;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2625.49;2625.49;OK;0
4019;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2785.46;2785.46;OK;0
4020;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;539.3;539.3;OK;0
4021;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2787.79;2787.79;OK;0
4026;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3296.45;3296.45;OK;0
4027;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2748.47;2748.47;OK;0
4028;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4029;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4030;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4034;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4128.54;4128.54;OK;0
4035;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4036;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2655.24;2655.24;OK;0
4037;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2839.54;2839.54;OK;0
4038;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2345.37;2345.37;OK;0
4039;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2295.62;2295.62;OK;0
4040;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2787.79;2787.79;OK;0
4041;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2731.09;2731.09;OK;0
4042;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2732.49;2732.49;OK;0
4043;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2704.48;2704.48;OK;0
4044;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3243.03;3243.03;OK;0
4046;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4047;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2668.89;2668.89;OK;0
4052;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4053;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4054;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
4055;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
4056;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1173.17;1173.17;OK;0
4057;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4060;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3408.26;3408.26;OK;0
4061;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2319.76;2319.76;OK;0
4068;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2173.87;2173.87;OK;0
4069;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4075;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
4076;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
4077;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2800.87;2800.87;OK;0
4078;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2722.76;2722.76;OK;0
4079;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2722.76;2722.76;OK;0
4080;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2696.63;2696.63;OK;0
4081;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2736.69;2736.69;OK;0
4082;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2787.79;2787.79;OK;0
4083;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2787.79;2787.79;OK;0
4084;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2787.79;2787.79;OK;0
4088;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
4089;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4090;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2696.63;2696.63;OK;0
4091;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2777.29;2777.29;OK;0
4092;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2507.81;2507.81;OK;0
4093;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4094;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4095;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;4096.56;4096.56;OK;0
4096;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2164.66;2164.66;OK;0
4111;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4112;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2652.87;2652.87;OK;0
4113;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
4114;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1521.48;1521.48;OK;0
4115;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1208.97;1208.97;OK;0
4116;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1208.9;1208.9;OK;0
4119;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3365.23;3365.23;OK;0
4120;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
4121;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;-37.4;-37.4;OK;0
4122;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;987.05;987.05;OK;0
4123;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;987.05;987.05;OK;0
4124;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2628.62;2628.62;OK;0
4130;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3691.39;3691.39;OK;0
4131;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3400.84;3400.84;OK;0
4132;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1864.12;1864.12;OK;0
4133;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1863.83;1863.83;OK;0
4134;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1576.02;1576.02;OK;0
4135;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3739.47;3739.47;OK;0
4136;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4137;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4138;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4139;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3322.17;3322.17;OK;0
4140;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
4141;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
4159;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2614.8;2614.8;OK;0
4160;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;4834.54;4834.54;OK;0
4161;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1744.18;1744.18;OK;0
4162;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4163;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4164;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4165;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3366.42;3366.42;OK;0
4171;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3258.27;3258.27;OK;0
4172;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4173;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4179;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3772.68;3772.68;OK;0
4180;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3675.25;3675.25;OK;0
4181;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4182;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;5287.16;5287.16;OK;0
4183;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;953.69;953.69;OK;0
4184;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4185;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2876.28;2876.28;OK;0
4193;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
4194;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1738.02;1738.02;OK;0
4195;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;1738.02;1738.02;OK;0
4205;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3489.63;3489.63;OK;0
4206;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4555.11;4555.11;OK;0
4207;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2597.73;2597.73;OK;0
4208;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3621.34;3621.34;OK;0
4209;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2725.2;2725.2;OK;0
4215;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
